,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0
06/14/2021 15:04:03,1.53846145,1.53846145,6.153846,3.8461566,3.26923132,45,48,45,44,48,4293.1333,4193.293,4193.293,4093.45264,16.5274353,9.674042,0,1.26844251,99.84031
06/14/2021 15:04:52,1.53846145,0.7692337,5.384612,0.7692337,2.11538672,47,48,47,46,48,4193.293,4093.453,4193.293,4193.293,14.9646349,7.96933556,0,1.19090855,99.84032
06/14/2021 15:04:57,3.90625,3.90625,3.16220522,3.174603,3.537321,45,48,46,45,48,4193.291,4093.451,4193.291,4293.13135,15.32576,8.604595,0,1.26235485,99.84026
06/14/2021 15:05:03,0.78125,1.5625,1.5625,0.78125,1.171875,44,46,44,44,47,4093.45313,4293.134,4193.29346,4293.134,13.6044207,6.755778,0,1.1910603,99.84032
06/14/2021 15:05:08,3.8461566,10.0000019,7.716346,5.384612,6.736779,45,47,45,44,47,4093.45215,4193.29248,4093.45215,4093.45215,18.3082676,15.2349615,0,1.46790159,99.8402939
06/14/2021 15:05:13,2.30768919,0,0,0.7692337,0.7692337,44,46,44,43,46,4293.13428,4293.13428,4293.13428,4193.294,12.97088,6.27236748,0,1.17418587,99.84033
06/14/2021 15:05:18,0.7692337,0,0,0,0.192308426,43,45,43,42,45,4293.1333,4193.293,4193.293,4193.293,13.1046133,6.40635252,0,1.17529547,99.84031
06/14/2021 15:05:23,3.125,4.6875,3.90625,0.78125,3.125,43,46,43,42,46,4193.293,4093.45264,4093.45264,4193.293,19.30349,12.4025984,0,1.37016487,99.84031
06/14/2021 15:05:28,2.34375,3.125,3.125,2.34375,2.734375,46,49,49,47,49,4093.45435,4093.45435,4093.45435,4093.45435,16.5006218,9.709188,0,1.25785422,99.8403549
06/14/2021 15:05:33,0,2.34375,3.125,2.34375,1.953125,44,47,44,43,47,4193.29248,4193.29248,4193.29248,4093.452,14.8344965,8.122797,0,1.2442131,99.8402939
06/14/2021 15:05:38,5.46875,4.6875,3.125,3.90625,4.296875,45,47,44,44,47,4093.45239,4093.45239,4093.45239,4093.45239,17.9576645,11.0950079,0,1.33549082,99.8403
06/14/2021 15:05:43,0.78125,3.125,2.34375,0,1.5625,45,47,45,44,47,4093.45337,4093.45337,4093.45337,4093.45337,18.7616539,11.9023657,0,1.34694648,99.8403244
06/14/2021 15:05:48,0.78125,3.125,2.34375,1.5625,1.953125,43,46,44,42,46,4293.133,4293.133,4193.29248,4093.45215,15.0150518,8.340224,0,1.22467315,99.8402939
06/14/2021 15:05:53,2.34375,0,2.3317337,1.5625,1.55949593,43,46,44,43,46,4093.45239,4093.45239,4093.45239,4193.293,15.3377171,8.650609,0,1.23717713,99.8403
