,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0
06/14/2021 15:05:58,0.78125,0,0.78125,0,0.390625,43,46,43,42,46,4193.292,4193.292,4093.45166,4193.292,13.5910559,6.8926115,0,1.20419967,99.84029
06/14/2021 15:06:03,3.125,3.90625,2.34375,1.5625,2.734375,45,50,46,45,49,4093.45264,4093.45264,4093.45264,4093.45264,21.1601563,14.3028593,0,1.44587779,99.84031
06/14/2021 15:06:08,1.53846145,1.53846145,3.8461566,2.30768919,2.30769515,43,46,44,42,46,4293.1333,4193.293,4193.293,4293.1333,17.1122875,10.3406553,0,1.30558741,99.84031
06/14/2021 15:06:13,1.53846145,2.30768919,3.076923,0.7692337,1.9230783,43,45,44,42,45,4193.29248,4193.29248,4093.45215,4193.29248,18.30055,11.3905,0,1.32935345,99.8402939
06/14/2021 15:06:18,1.5625,0.78125,0.78125,0.78125,0.9765625,43,45,43,42,45,4293.133,4193.29248,4293.133,4193.29248,13.9792643,7.281464,0,1.20369029,99.8403
06/14/2021 15:06:23,4.615384,10.0000019,7.740384,10.0000019,8.088941,43,46,44,43,46,4093.45239,4293.133,4293.133,4293.133,21.2866688,14.2453814,0,1.34398651,99.8403
06/14/2021 15:06:28,0,0,0,0,0,42,45,44,42,45,4193.29248,4193.29248,4293.133,4293.133,13.7230186,6.962608,0,1.19546056,99.8403
06/14/2021 15:06:33,0.7692337,1.53846145,2.30768919,1.53846145,1.53846741,43,46,43,42,46,4293.134,4093.45313,4293.134,4293.134,14.6564884,7.911298,0,1.22464454,99.8403244
06/14/2021 15:06:38,0.7692337,0,0,0,0.192308426,47,45,43,42,47,4093.45239,4093.45239,4093.45239,4093.45239,13.7815619,7.141299,0,1.19857717,99.8403
06/14/2021 15:06:43,0.7692337,0,0.7692337,1.51515007,0.763404369,42,45,43,41,45,4293.1333,4193.293,4093.45239,4293.1333,14.3178635,7.3906517,0,1.20011461,99.8403
06/14/2021 15:06:48,0.78125,0.78125,0,0,0.390625,42,45,43,41,45,4093.45239,4293.133,4093.45239,4193.29248,13.7668076,7.12717,0,1.19626784,99.8403
06/14/2021 15:06:53,3.125,2.34375,2.34375,3.125,2.734375,42,44,42,42,44,4193.29346,4093.45337,4293.134,4093.45337,13.5021019,6.87113762,0,1.19420111,99.8403244
06/14/2021 15:06:58,2.30768919,0.7692337,0,0,0.7692337,41,44,42,41,44,4193.293,4093.453,4093.453,4193.293,13.9235086,7.14465332,0,1.19574928,99.84031
06/14/2021 15:07:03,2.30768919,0.7692337,1.5504837,2.30768919,1.733774,42,45,43,41,45,4193.29248,4193.29248,4193.29248,4193.29248,13.933197,7.144161,0,1.2005899,99.8402939
06/14/2021 15:07:09,0,0.757575035,0.757575035,0.757575035,0.5681813,42,44,42,41,44,4193.292,4293.13232,4293.13232,4193.292,14.2353783,7.57797,0,1.21429646,99.84029
06/14/2021 15:07:14,0.7692337,0.7692337,0.7692337,0.7692337,0.7692337,42,44,41,41,44,4093.45239,4093.45239,4193.293,4193.293,14.1306667,7.481944,0,1.20163441,99.8403
06/14/2021 15:07:19,0,0,0,1.5625,0.390625,42,44,41,41,44,4193.292,4293.13232,4093.452,4093.452,13.5393877,6.748689,0,1.18803942,99.84029
06/14/2021 15:07:24,1.5625,1.5625,0.78125,2.34375,1.5625,42,44,41,41,44,4293.132,4193.2915,4293.132,4193.2915,14.0844307,7.146767,0,1.19542575,99.84027
06/14/2021 15:07:29,0,0.7692337,0,0,0.192308426,41,44,41,41,44,4093.45361,4093.45361,4193.294,4093.45361,13.67046,7.037449,0,1.19419491,99.84033
06/14/2021 15:07:34,5.384612,8.4615345,6.92307949,6.153846,6.730771,44,46,44,44,46,4093.45337,4193.29346,4193.29346,4193.29346,22.4122,15.4369965,0,1.49617231,99.8403244
06/14/2021 15:07:39,0,3.90625,3.125,2.34375,2.34375,43,45,43,42,45,4093.45166,4093.45166,4093.45166,4093.45166,19.50272,12.6969481,0,1.38895535,99.84029
06/14/2021 15:07:44,1.5625,1.5625,0.793647766,2.34375,1.56559944,43,44,43,41,44,4193.29248,4193.29248,4193.29248,4093.45239,14.6544056,7.790651,0,1.22901523,99.8403
06/14/2021 15:07:49,2.35614777,3.91864777,2.34375,3.13739777,2.93898582,42,45,43,42,45,4193.29346,4193.29346,4193.29346,4193.29346,17.8955555,11.1255465,0,1.28609633,99.8403244
06/14/2021 15:07:54,3.858173,7.69230747,11.5384579,2.30768919,6.34915829,43,44,42,41,44,4093.45264,4093.45264,4093.45264,4093.45264,19.1378365,12.2531328,0,1.32221591,99.84031
06/14/2021 15:07:59,6.911421,9.230768,10.76923,7.69230747,8.650923,42,45,43,42,45,4093.453,4093.453,4193.29346,4093.453,24.64334,17.7987976,0,1.49001229,99.84032
06/14/2021 15:08:04,10.76923,18.4615364,12.3076916,10.0000019,12.8846111,43,45,43,43,45,4093.45239,4193.29248,4193.29248,4093.45239,26.5937672,19.603014,0,1.5623486,99.8403
06/14/2021 15:08:09,5.384612,6.153846,7.69230747,6.153846,6.34614849,43,46,44,43,46,4193.29346,4093.453,4093.453,4093.453,22.83274,15.8555183,0,1.40434182,99.84032
06/14/2021 15:08:14,24.21875,32.8125,21.09375,27.34375,26.3671875,46,49,46,45,49,4093.452,4093.452,4093.452,4093.452,37.6509,30.3941116,0,1.79520309,99.8402939
06/14/2021 15:08:19,2.34375,8.59375,3.90625,6.25,5.2734375,46,50,47,45,50,4093.453,4093.453,4093.453,4093.453,20.8812923,13.9807892,0,1.38872182,99.84032
06/14/2021 15:08:24,3.125,7.03125,7.03125,3.125,5.078125,49,53,50,52,53,4093.45337,4093.45337,4093.45337,4093.45337,20.33603,13.51602,0,1.34930038,99.8403244
06/14/2021 15:08:29,12.5,17.96875,14.84375,9.375,13.671875,50,55,55,49,55,4093.45264,4093.45264,4093.45264,4093.45264,30.3519154,23.29466,0,1.58093727,99.84031
06/14/2021 15:08:34,0.78125,0.78125,0,1.5625,0.78125,43,45,44,43,45,4193.29248,4193.29248,4093.452,4193.29248,13.6287222,6.9066577,0,1.19710517,99.8402939
06/14/2021 15:08:39,2.34375,4.6875,2.34375,1.5625,2.734375,44,46,45,44,46,4093.45239,4093.45239,4193.29248,4093.45239,18.3397179,11.5194731,0,1.3571223,99.8403
06/14/2021 15:08:44,3.076923,6.153846,6.153846,2.30768919,4.423082,45,46,46,44,49,4193.29248,4193.29248,4193.29248,4093.45215,19.7559776,15.58937,0,1.52024269,99.8403
